rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
272,Georgia St.,SB,14-Sep,101.3277,303,110.7193,222,0.265157,272,12.87019,18.12981,9.162088,8.837912,5-Jun,0.410947,0.433658,0.386173,0.387671,0.413151,0.369268,0.90343,0.866655,107.2249,109.2737,106.7292,110.2686,106.1467,111.4237,100.5794,98.60392,0.556784,1,0.009124,804,784,740.35,1.085973,1.058959,0.342704,0.545455,-10.3676,305,160,67.80311
273,Southern Utah,WAC,15-Aug,103.8704,260,113.5667,270,0.263795,273,10.3213,20.6787,6.321305,11.6787,6-Apr,0.469887,0.434484,0.515911,0.477446,0.434484,0.508474,0.848534,0.810336,109.358,106.9226,108.5607,106.8425,108.0482,112.4103,100.4726,126.892,0.063883,2,-0.0013,765,798,722.4375,1.058915,1.104594,0.499178,0.4,-9.90914,291,183,70.27221
274,Central Michigan,MAC,16-Jul,104.8823,243,114.7156,284,0.26297,274,9.873234,21.12677,5.458662,12.54134,8-Mar,0.449189,0.434774,0.464915,0.439895,0.422252,0.452636,0.857339,0.827172,109.1306,109.165,108.5494,109.6046,105.7732,112.2682,103.5178,113.4172,0.259169,3,-0.0752,812,863,769.625,1.055059,1.121325,0.433341,0.272727,-11.3073,323,326,66.61687
275,Arkansas Pine Bluff,SWAC,13-Aug,105.1708,239,115.0871,290,0.261886,275,14.50242,16.49758,11.50242,6.497578,3-May,0.471714,0.636161,0.204488,0.372993,0.636161,0.182928,0.847881,0.677677,109.5724,107.9873,106.0055,110.8525,106.2472,116.6096,100.5858,116.3339,0.158063,4,0.010291,622,603,562.45,1.105876,1.072095,0.165679,0.625,-7.41887,225,155,70.4599
276,Le Moyne,NEC,12-Nov,102.7739,277,112.5617,257,0.259965,276,16.18029,14.81971,11.18029,6.819709,4-Jun,0.322394,0.41022,0.208221,0.280483,0.41022,0.186784,0.92285,0.858114,104.3463,112.1458,103.0385,113.1353,98.48698,107.6739,82.19198,103.7681,0.064124,1,-0.00946,702,671,677.5625,1.036067,0.990315,0.159986,0.6,-8.98403,269,205,68.64856
277,UTEP,CUSA,14-Aug,102.3237,284,112.0892,248,0.259559,277,10.21766,20.78234,6.217661,13.78234,7-Apr,0.425477,0.419321,0.431633,0.457595,0.419321,0.478645,0.870405,0.848086,107.1889,107.3036,108.0831,107.6764,101.7376,113.4622,85.80188,93.95739,0.260339,1,-0.04528,729,790,715.6625,1.018637,1.103872,0.536104,0.363636,-10.2292,301,277,64.43251
278,South Dakota,Sum,12-Dec,107.7433,195,118.1063,327,0.258059,278,15.24226,15.75774,7.242264,8.757736,5-Apr,0.368966,0.345429,0.408195,0.353651,0.345429,0.361359,0.90168,0.881872,107.1379,111.4738,106.8598,112.2828,107.3521,118.0907,104.9079,120.1367,0.173819,1,0.017214,715,746,640.025,1.117144,1.165579,0.301142,0.444444,-8.33734,252,127,70.4362
279,Longwood,BSth,12-Dec,102.4783,282,112.3752,253,0.25727,279,15.40569,15.59431,7.405692,8.594308,5-Apr,0.299406,0.254804,0.373744,0.298935,0.254804,0.340307,0.92567,0.924791,104.4437,112.9495,104.2622,113.0455,103.3163,108.1255,0,0,0,0,-0.03528,661,648,615.4625,1.073989,1.052867,0.297317,0.444444,-9.33976,278,263,67.68982
280,Mercyhurst,NEC,12-Nov,100.036,318,109.7339,194,0.256532,280,15.56309,15.43691,10.56309,7.436907,4-Jun,0.311819,0.41711,0.17494,0.283592,0.41711,0.187162,0.908703,0.824491,104.2915,112.6575,103.4818,113.3801,101.1467,109.3416,80.72008,100.5886,0.073741,3,-0.04985,671,631,628.1,1.068301,1.004617,0.20244,0.6,-8.57448,259,288,63.42001
281,UC Riverside,BW,15-Aug,103.0098,274,113.3539,268,0.249658,281,10.37772,21.62228,5.377721,14.62228,8-Mar,0.47949,0.505609,0.450997,0.493087,0.505609,0.485573,0.836281,0.766521,109.2266,107.4676,109.2292,107.7338,100.6993,113.7722,103.346,109.0434,0.350435,3,0.017757,769,850,766.3,1.003523,1.109226,0.527833,0.272727,-9.91026,292,126,67.47422
282,North Carolina A&T,CAA,12-Sep,104.627,248,115.2306,294,0.247845,282,11.41939,17.58061,4.419394,13.58061,8-Feb,0.356006,0.279001,0.440712,0.381826,0.279001,0.444663,0.907239,0.911924,106.1165,111.4607,107.036,111.4084,107.5256,116.8875,0,0,0,0,-0.01114,746,796,690.6625,1.080122,1.152517,0.449602,0.2,-9.29589,274,210,68.92694
283,Brown,Ivy,13-Jul,95.75063,354,105.5104,107,0.246713,283,8.659511,18.34049,2.659511,11.34049,6-Jan,0.345111,0.283794,0.458986,0.389914,0.283794,0.488454,0.902563,0.924032,107.131,112.5006,108.5571,112.1409,94.63333,106.734,0,0,0,0,-0.1117,461,529,480.45,0.959517,1.101051,0.517923,0.142857,-10.7072,309,355,65.98673
284,East Carolina,Amer,15-Jul,99.49959,326,109.7008,192,0.24556,284,9.823469,21.17653,4.823469,13.17653,7-Feb,0.47564,0.408289,0.572925,0.478758,0.408289,0.529653,0.848638,0.844525,109.847,109.4368,109.608,109.7785,103.124,110.4794,92.35211,107.1325,0.153519,3,-0.03233,639,690,621.0125,1.028965,1.111089,0.486381,0.222222,-10.2654,303,254,68.53479
285,Tennessee St.,OVC,14-8,106.17,224,117.0907,318,0.244913,285,18.30916,11.69084,12.30916,7.690838,4-Aug,0.285264,0.387732,0.199873,0.271217,0.387732,0.212959,0.919116,0.827415,103.8298,111.17,102.3897,111.2342,109.194,121.1328,94.48255,97.4845,0.411032,2,0.116401,987,939,856.65,1.152162,1.09613,0.232589,0.666667,-5.24671,158,15,70.5113
286,Samford,SC,12-Nov,106.3424,219,117.3641,322,0.243407,286,15.06096,15.93904,8.060962,9.939038,6-Apr,0.369672,0.412858,0.31353,0.353531,0.412858,0.310684,0.900808,0.850551,108.9001,113.1131,108.1759,114.0545,109.268,120.2822,100.3668,97.50589,0.582383,2,0.058547,783,769,668.125,1.171936,1.150982,0.307126,0.4,-8.57346,258,56,66.34653
287,Delaware,CUSA,15-Jun,101.6395,301,112.2861,252,0.241292,287,9.437295,21.56271,4.437295,15.56271,8-Feb,0.402389,0.351383,0.458496,0.442673,0.351383,0.492882,0.876259,0.873504,106.8461,109.95,107.4574,109.1803,100.2132,111.3399,131.8048,114.0634,0.840577,1,-0.11157,618,690,619.0875,0.998243,1.114544,0.527268,0.2,-11.5713,328,354,62.76642
288,Southeastern Louisiana,Slnd,17-Jun,98.4982,341,108.8765,166,0.24012,288,9.191721,21.80828,6.191721,15.80828,11-Mar,0.47887,0.491971,0.470447,0.443574,0.491971,0.423775,0.870141,0.809661,108.1257,108.4956,107.3821,109.4395,98.02676,109.0691,105.3409,126.1654,0.111599,2,-0.05671,907,1004,925.9375,0.979548,1.084306,0.342098,0.214286,-12.1833,336,298,65.4804
289,Loyola Chicago,A10,18-Jun,104.6923,246,115.7362,301,0.239885,289,6.914496,24.0855,2.914496,15.0855,9-Feb,0.523576,0.435841,0.627263,0.565017,0.435841,0.65831,0.814091,0.877889,108.9643,108.2078,110.2281,107.2465,102.8931,109.862,122.8727,107.8088,0.818182,2,-0.04495,723,857,746.05,0.969104,1.148717,0.707099,0.181818,-12.9712,348,276,65.98306
290,Hampton,CAA,13-Oct,100.4903,312,111.1857,237,0.238103,290,12.55391,18.44609,6.553914,11.44609,6-Apr,0.346622,0.278542,0.435127,0.372868,0.278542,0.440992,0.900247,0.898649,104.5592,109.4813,105.936,110.1157,97.65454,108.1068,93.21912,114.5351,0.085632,1,0.004325,627,669,638.025,0.98272,1.048548,0.448323,0.4,-9.94121,293,172,65.03667
291,IU Indy,Horz,18-Jun,106.6621,215,118.0939,326,0.236699,291,8.646877,22.35312,4.646877,15.35312,11-Feb,0.419898,0.394691,0.441227,0.416545,0.394691,0.428564,0.880834,0.834801,109.5625,111.0042,109.465,111.5294,104.9538,116.6869,113.7039,115.6759,0.450725,3,-0.10437,995,1103,923.55,1.077365,1.194305,0.405049,0.153846,-13.8169,353,349,73.79529
292,Boston University,Pat,15-Sep,109.7301,153,121.5853,354,0.235085,292,12.83264,18.16736,7.832638,10.16736,7-Apr,0.32728,0.382169,0.262412,0.304297,0.382169,0.248057,0.930153,0.893304,104.7899,111.904,104.332,112.781,108.9915,120.1041,89.86025,115.9541,0.050604,1,-0.06116,845,849,744.1,1.1356,1.140976,0.225499,0.363636,-12.273,338,309,63.13557
293,Sacred Heart,MAAC,14-Oct,106.6603,216,118.2781,329,0.233441,293,13.48112,17.51888,9.481121,10.51888,7-Jun,0.348701,0.401798,0.303774,0.331814,0.401798,0.293323,0.913337,0.858421,104.8256,110.862,104.3331,111.4219,110.0478,122.108,103.5357,125.1083,0.101879,1,0.003931,986,1000,877.8375,1.123215,1.139163,0.273916,0.461538,-10.8068,311,174,68.49296
294,East Texas A&M,Slnd,15-Aug,99.11729,332,110.0698,205,0.230529,294,11.41495,20.58505,6.414954,15.58505,10-Mar,0.455331,0.478501,0.437508,0.441474,0.478501,0.424644,0.843963,0.732329,109.2303,108.0933,108.2984,108.8205,97.94703,110.5685,97.00135,106.2401,0.25995,3,0.013825,868,995,896.2625,0.968466,1.110166,0.406062,0.230769,-9.97086,295,142,69.231
295,New Hampshire,AE,13-Aug,100.0201,319,111.1869,238,0.228434,295,12.74111,16.25889,8.741113,7.258887,4-Apr,0.367602,0.482656,0.180639,0.317612,0.482656,0.183514,0.869292,0.744781,106.6593,110.1295,104.6754,111.7063,101.7423,115.5068,105.6718,105.9145,0.493404,3,-0.07398,594,590,554.7625,1.070728,1.063518,0.186389,0.5,-8.70045,262,324,67.25545
296,Jacksonville,ASun,14-Sep,100.9328,306,112.2624,251,0.227337,296,12.5054,18.4946,7.505397,10.4946,6-Apr,0.414612,0.477966,0.332251,0.381027,0.477966,0.311016,0.87904,0.796885,109.0916,111.0894,108.6249,112.85,101.2879,107.5692,106.4707,113.2276,0.33013,2,0.005709,671,683,636.5125,1.054182,1.073035,0.284472,0.4,-9.6157,282,169,63.04226
297,Northwestern St.,Slnd,16-Jun,104.7588,245,116.697,314,0.224247,297,9.476431,21.52357,7.476431,14.52357,9-Apr,0.471853,0.485408,0.462469,0.442689,0.485408,0.425213,0.854914,0.757922,108.6626,107.2742,107.3083,108.134,102.8318,114.4966,110.3047,108.6432,0.543524,4,-0.04713,887,956,857.25,1.034704,1.115194,0.3714,0.307692,-11.0792,316,282,65.26471
298,Louisiana,SB,16-Jul,99.3947,327,111.131,233,0.216951,298,9.659182,21.34082,7.073754,10.92625,6-May,0.38515,0.450645,0.313701,0.387964,0.432074,0.356107,0.894933,0.850635,105.3035,110.4633,105.7638,110.6936,103.6579,112.8575,74.98003,102.3366,0.027198,1,-0.0692,732,749,694.3875,1.054166,1.078648,0.422745,0.454545,-12.5141,341,319,62.36061
299,Mount St. Mary's,MAAC,14-Oct,98.18226,343,109.8409,198,0.215787,299,13.31859,17.68141,9.318594,10.68141,7-Jun,0.36904,0.436679,0.311808,0.343241,0.436679,0.29185,0.898207,0.815428,104.8679,110.1516,104.3327,111.0879,96.71144,109.0235,95.23382,102.3867,0.303042,3,0.018546,865,892,870.075,0.994167,1.025199,0.254787,0.461538,-10.2066,299,124,67.75584
300,Lehigh,Pat,13-Oct,100.4247,313,112.4049,254,0.214832,300,13.46797,17.53203,9.467973,8.532027,4-Jun,0.329483,0.405141,0.231127,0.315235,0.405141,0.250302,0.907022,0.838766,105.915,112.0756,105.3425,112.5789,100.4763,109.8961,84.83084,101.9779,0.107444,2,-0.02161,752,748,705.8,1.065458,1.05979,0.274271,0.6,-9.82197,286,240,67.01974
301,USC Upstate,BSth,13-Oct,98.5989,339,110.4503,217,0.213272,301,13.0701,17.9299,5.070104,10.9299,6-Feb,0.351513,0.358593,0.338237,0.351983,0.358593,0.345787,0.883913,0.839686,107.0755,111.2418,106.7186,111.8772,94.95843,112.1382,107.1711,94.20644,0.814993,2,-0.01753,550,613,560.475,0.98131,1.093715,0.353336,0.25,-9.17013,271,230,67.66245
302,Evansville,MVC,18-May,99.22479,330,111.1562,235,0.213189,302,6.276982,24.72302,2.276982,17.72302,11-Jan,0.525615,0.459022,0.586659,0.550762,0.459022,0.601219,0.826307,0.824007,110.2786,106.4324,110.0659,105.8558,98.01341,110.3224,97.14787,106.3708,0.26057,1,-0.053,782,915,819.8,0.953891,1.116126,0.623059,0.083333,-12.8057,346,294,67.2343
303,Northern Illinois,MAC,14-Jul,99.27626,329,111.23,240,0.21291,303,9.491229,20.50877,5.199328,12.80067,7-Mar,0.440134,0.44717,0.432394,0.445849,0.437183,0.451626,0.858702,0.823786,108.7798,109.3796,108.7937,109.6688,96.67464,107.3524,100.1929,117.2658,0.140701,2,-0.00873,680,739,690.7375,0.984455,1.069871,0.475665,0.3,-9.83447,288,203,67.19124
304,Northern Arizona,BSky,15-Aug,105.6671,235,118.4647,331,0.211701,304,9.882705,21.11729,3.882705,14.11729,8-Feb,0.412668,0.376057,0.460262,0.427653,0.376057,0.464916,0.876803,0.84964,109.7596,109.9476,109.7279,110.2145,110.3795,124.2548,84.01208,99.86058,0.120536,1,-0.02594,704,800,637.0875,1.105029,1.255714,0.470734,0.2,-11.1094,318,249,63.91744
305,Morehead St.,OVC,11-Dec,105.8909,233,118.8855,338,0.208971,305,16.18469,14.81531,12.18469,7.815314,4-Aug,0.321702,0.428013,0.224249,0.291582,0.428013,0.216545,0.903411,0.792799,104.556,110.2479,103.0735,111.1077,107.5241,119.9491,112.5939,128.702,0.176871,2,0.054455,883,871,797.9,1.106655,1.091615,0.204987,0.666667,-7.51184,230,61,65.38806
306,Ball St.,MAC,15-Jul,99.83122,321,112.1552,250,0.207735,306,10.04137,20.95863,5.444454,12.55555,7-Mar,0.398858,0.309143,0.506516,0.394123,0.294291,0.466224,0.893857,0.910971,107.9497,110.2437,107.8548,111.0369,102.1431,113.9741,104.0881,113.5905,0.268026,2,-0.04233,658,752,645.7125,1.019029,1.164605,0.415858,0.3,-11.42,326,272,63.47693
307,Central Connecticut,NEC,10-Nov,105.6264,237,118.7992,337,0.205617,307,16.02677,12.97323,10.02677,7.973226,5-May,0.30307,0.36798,0.23167,0.259249,0.36798,0.192802,0.935821,0.88254,103.4443,111.2903,102.298,113.0061,108.7164,121.5208,111.9268,120.2554,0.304622,1,0.074856,700,714,634.6375,1.102992,1.125052,0.144217,0.5,-7.5806,233,35,64.42785
308,Albany,AE,16-Jul,102.7278,278,115.5876,300,0.20483,308,11.27141,19.72859,7.271412,8.728588,5-Mar,0.366515,0.468549,0.175201,0.322955,0.468549,0.186462,0.914221,0.854852,106.7928,111.0958,104.8345,112.0764,100.4001,113.0756,0,0,0,0,-0.10829,540,527,508.0375,1.062914,1.037325,0.197722,0.375,-12.6427,344,353,65.58756
309,Florida A&M,SWAC,12-Aug,98.69415,337,111.1337,234,0.203406,309,12.61364,16.38636,9.613644,8.386356,4-May,0.375745,0.500345,0.223456,0.32667,0.500345,0.220536,0.892915,0.778361,106.1864,110.0526,104.6293,111.5035,100.2967,110.4938,93.79037,108.7,0.154911,4,-0.0097,636,620,605.0625,1.051131,1.024688,0.217616,0.555556,-8.35286,253,206,67.28093
310,Alabama A&M,SWAC,10-Dec,101.4138,302,114.273,279,0.202155,310,16.1817,14.8183,9.181698,8.818302,4-May,0.280699,0.347063,0.184839,0.275304,0.347063,0.223479,0.914844,0.848845,104.0843,112.015,103.1193,112.2092,103.6025,115.1181,87.34588,119.8004,0.025745,2,0.023591,677,664,623.2,1.086329,1.065469,0.262118,0.555556,-7.21354,220,109,65.54511
311,Chattanooga,SC,14-Sep,102.2421,285,115.3406,295,0.200002,311,12.82555,18.17445,6.825552,11.17445,7-Mar,0.318177,0.307951,0.331471,0.312333,0.307951,0.315498,0.912135,0.878883,108.158,114.0583,107.5825,114.8994,100.8575,114.977,115.106,114.2196,0.52221,2,-0.04726,719,760,673.75,1.067161,1.128015,0.295532,0.3,-11.0451,315,283,65.94613
312,Alabama St.,SWAC,15-Jul,101.6879,297,115.1265,292,0.193502,312,10.7831,20.2169,7.783105,10.2169,5-Apr,0.413985,0.571959,0.185801,0.373237,0.571959,0.229716,0.871972,0.749355,105.4743,108.8706,104.2356,109.8673,96.17334,111.7163,123.1392,121.9335,0.52826,3,-0.03479,674,684,664.95,1.01361,1.028649,0.273632,0.444444,-10.3956,306,262,69.431
313,Cal St. Bakersfield,BW,15-Aug,101.8866,296,115.3997,296,0.192753,313,10.09413,21.90587,4.094134,15.90587,9-Feb,0.456968,0.412848,0.505099,0.461852,0.412848,0.491254,0.86906,0.855806,107.0654,108.2454,106.9163,108.0786,102.6287,118.4322,93.24287,109.6836,0.13383,1,0.013148,803,943,791.6875,1.014289,1.191127,0.474333,0.181818,-10.667,308,148,69.56461
314,Lafayette,Pat,16-Jul,101.9053,295,115.4294,298,0.192621,314,10.8761,20.1239,7.876099,10.1239,6-Apr,0.362827,0.437246,0.266082,0.330132,0.437246,0.252772,0.909913,0.846312,106.2651,111.4572,105.4459,112.5083,99.13472,112.6948,98.43384,116.0675,0.130669,2,-0.06722,696,724,668.9125,1.040495,1.082354,0.236134,0.4,-12.5972,343,316,66.92437
315,Houston Christian,Slnd,15-Aug,105.6559,236,119.8197,346,0.190509,315,10.21989,20.78011,6.219885,15.78011,10-Apr,0.391748,0.329157,0.431986,0.399504,0.329157,0.428282,0.880211,0.846499,106.7658,109.5855,106.7123,109.5707,105.277,119.9965,115.1527,124.8068,0.283769,2,-0.01175,955,1050,905.475,1.054695,1.159612,0.421799,0.285714,-11.1795,321,212,63.50637
316,UMass Lowell,AE,14-Sep,101.683,298,115.4659,299,0.188188,316,13.24452,17.75548,8.24452,7.75548,4-Apr,0.333141,0.41221,0.184887,0.296771,0.41221,0.188546,0.891752,0.808834,105.6352,110.3593,103.9499,111.6709,99.94617,114.8965,94.20981,124.0754,0.040438,2,-0.04702,573,574,545.125,1.051135,1.05297,0.192205,0.5,-10.1359,298,281,69.53418
317,Bellarmine,ASun,13-Sep,111.0954,132,126.3353,363,0.18568,317,11.91407,18.08593,6.914067,11.08593,6-Apr,0.373421,0.435758,0.298616,0.367306,0.435758,0.321671,0.88859,0.815359,109.293,113.2141,108.2548,113.0137,110.8454,129.63,121.4202,126.2964,0.388693,2,0.032607,804,851,671.4125,1.197475,1.267477,0.350489,0.4,-9.31367,275,92,64.61015
318,UNC Greensboro,SC,15-Aug,106.2598,222,120.9994,353,0.183347,318,10.98759,20.01241,6.987588,11.01241,6-Apr,0.368563,0.402893,0.323934,0.353225,0.402893,0.317354,0.907341,0.867928,108.0155,112.2213,107.6552,113.1777,106.6798,124.3582,108.7279,118.9373,0.262676,1,-0.02625,766,838,685.8125,1.116923,1.221908,0.309129,0.4,-11.7249,330,250,67.15224
319,Texas Southern,SWAC,14-Jun,102.9006,276,117.2056,320,0.182888,319,10.68888,18.31112,8.688882,9.311118,5-Apr,0.391809,0.549275,0.199351,0.335483,0.549275,0.204833,0.851569,0.665858,107.6431,109.2542,105.0811,110.9377,104.4437,117.4612,101.375,118.6735,0.140418,5,-0.10075,714,681,638.3625,1.118487,1.066792,0.210314,0.444444,-9.32285,277,348,69.08192
320,NJIT,AE,12-Nov,99.12211,331,113.1691,264,0.178858,320,15.42062,15.57938,10.42062,5.57938,2-Jun,0.368151,0.4541,0.206998,0.317645,0.4541,0.189718,0.895177,0.81614,105.2795,110.742,103.7875,112.0401,106.0341,115.5059,90.30118,122.8113,0.028299,3,0.105742,605,566,538.0875,1.124352,1.051874,0.172437,0.75,-7.99128,242,20,68.56773
321,Stetson,ASun,15-Aug,101.6429,299,116.0713,308,0.178506,321,10.98747,20.01253,6.98747,11.01253,6-Apr,0.408667,0.460023,0.341904,0.377855,0.460023,0.318512,0.888247,0.819263,108.3517,111.1016,108.0887,112.6875,104.5264,115.7734,88.59868,98.39899,0.23032,2,0.001284,768,794,703.325,1.091956,1.128923,0.289271,0.4,-10.8703,313,178,66.99586
322,West Georgia,ASun,12-Oct,102.1864,287,117.0544,317,0.173336,322,13.25174,16.74826,7.251743,10.74826,6-Apr,0.353169,0.401765,0.294854,0.334987,0.401765,0.290467,0.885663,0.792303,108.8226,113.3503,108.1566,114.3692,102.3104,118.3625,101.7175,106.4862,0.371243,3,0.059188,752,804,683.1375,1.100803,1.176923,0.284985,0.4,-8.28148,247,55,68.36091
323,Bucknell,Pat,16-Jul,99.60648,323,114.1831,277,0.172128,323,9.90978,21.09022,6.90978,11.09022,6-Apr,0.392979,0.518456,0.229858,0.365516,0.518456,0.255059,0.887831,0.79423,107.8955,112.3274,107.0285,112.7002,100.5283,117.937,99.28664,116.796,0.133796,3,-0.01837,735,769,682.475,1.076963,1.126781,0.286561,0.4,-11.9864,334,234,66.49995
324,Wagner,NEC,13-Jul,104.6035,249,120.4893,350,0.164391,324,11.08898,17.91102,6.088976,11.91102,7-Feb,0.287052,0.389597,0.161719,0.265326,0.389597,0.189382,0.923789,0.84454,103.6696,111.631,102.539,112.2631,102.8341,123.2847,109.0617,108.6165,0.511757,2,-0.11919,609,633,563.25,1.081225,1.123835,0.217045,0.222222,-10.4049,307,361,65.0299
325,North Florida,ASun,18-May,111.2777,130,128.3863,365,0.161831,325,7.384926,23.61507,5.384926,12.61507,7-Mar,0.419865,0.499702,0.316076,0.394379,0.499702,0.318313,0.846962,0.72228,109.3119,109.6609,108.3116,110.6311,112.9178,129.76,101.5347,114.9425,0.193668,4,-0.11691,861,930,725.7625,1.186339,1.281411,0.321108,0.3,-12.8371,347,360,70.51312
326,Prairie View A&M,SWAC,13-Sep,100.6629,309,116.1895,310,0.161161,326,13.2348,17.7652,8.2348,9.7652,5-Apr,0.332529,0.429608,0.192304,0.299943,0.429608,0.206297,0.895779,0.800124,106.7661,111.3501,104.5925,112.3752,96.94788,115.8753,109.9481,115.1096,0.371081,4,-0.03236,682,702,661.825,1.030484,1.060703,0.220289,0.444444,-9.2843,273,256,72.28017
327,Eastern Illinois,OVC,14-Sep,95.15548,356,109.9177,200,0.15996,327,12.58806,18.41194,8.588056,11.41194,7-May,0.349581,0.481566,0.228595,0.31376,0.481566,0.221466,0.879668,0.727521,106.4966,109.5929,104.7616,110.8814,95.32431,109.7151,95.18224,115.6634,0.096107,3,-0.01488,789,824,808.7875,0.975534,1.018809,0.210772,0.416667,-9.84364,289,222,65.31293
328,Little Rock,OVC,14-Sep,100.782,308,116.6256,312,0.157215,328,12.96089,18.03911,9.96089,10.03911,6-Jun,0.339344,0.447061,0.240603,0.301694,0.447061,0.221743,0.922766,0.849068,104.3292,110.3786,102.6588,110.8509,101.872,114.3123,104.1746,138.127,0.037536,1,0.04438,869,850,814.3875,1.06706,1.043729,0.193452,0.5,-10.8843,314,76,65.72967
329,Oral Roberts,Sum,19-May,99.32718,328,115.4232,297,0.150954,329,7.642385,23.35761,2.642385,13.35761,0-9,0.463699,0.483142,0.431293,0.427204,0.483142,0.374762,0.882865,0.845725,111.7783,110.29,110.241,111.5259,97.2927,117.5477,93.3564,106.7238,0.176691,2,-0.05508,619,741,619.3375,0.999455,1.19644,0.302079,0,-14.5905,356,296,67.10351
330,Holy Cross,Pat,16-Aug,100.3123,315,116.6596,313,0.149799,330,11.04135,19.95865,6.041353,11.95865,8-Mar,0.357401,0.41368,0.290891,0.32303,0.41368,0.257561,0.91097,0.850011,107.1415,111.5525,106.3093,112.9076,100.3668,116.0935,83.09796,116.1794,0.020758,1,0.006428,743,792,712.6875,1.042533,1.111287,0.205184,0.272727,-12.5541,342,164,64.64268
331,Army,Pat,13-Oct,103.4541,265,120.5676,351,0.146734,331,12.88527,18.11473,6.88527,11.11473,6-Apr,0.316667,0.368738,0.248975,0.304383,0.368738,0.257905,0.92288,0.878493,105.8014,112.8306,105.3645,113.3168,104.49,123.9424,100.4044,121.2861,0.102213,1,0.053715,742,798,678.7125,1.093246,1.175756,0.269067,0.4,-10.2572,302,62,66.51333
332,Fairleigh Dickinson,NEC,16-Jul,101.0651,304,117.9491,325,0.144722,332,10.88536,20.11464,7.885362,10.11464,6-Apr,0.332973,0.43416,0.201431,0.297968,0.43416,0.199607,0.891022,0.7856,105.8983,110.496,104.0871,111.5407,101.2503,116.94,84.15293,97.31758,0.15823,3,-0.08542,687,693,641.2125,1.071408,1.080765,0.197328,0.4,-12.1008,335,337,65.03165
333,Manhattan,MAAC,15-Sep,104.2788,255,121.7873,355,0.143701,333,11.39392,19.60608,7.393916,12.60608,8-May,0.358673,0.411846,0.313681,0.339989,0.411846,0.300467,0.901626,0.827191,104.4573,110.6331,103.7451,110.732,101.9765,120.056,112.8519,125.4298,0.228781,2,0.033114,931,1007,890.7125,1.045231,1.130556,0.275928,0.384615,-11.3465,324,91,68.03029
334,Stonehill,NEC,14-Sep,91.45491,363,106.9305,131,0.142116,334,12.58766,18.41234,9.587656,8.412344,4-Jun,0.302162,0.379073,0.202178,0.275037,0.379073,0.1999,0.911272,0.833957,104.79,112.3227,103.7241,113.165,91.13754,103.9299,93.77987,110.5313,0.131243,2,-0.00433,648,644,666.3375,0.97248,0.966477,0.197053,0.6,-10.819,312,192,66.14709
335,Loyola MD,Pat,15-Aug,103.2451,269,120.7441,352,0.141786,335,11.05054,19.94946,7.050544,10.94946,6-Apr,0.292615,0.308656,0.271761,0.27951,0.308656,0.258461,0.928755,0.89263,103.6666,112.2697,103.6392,113.1184,102.1642,116.8348,73.4777,108.3658,0.011339,1,-0.04883,734,757,687.0625,1.068316,1.101792,0.241836,0.4,-12.4157,340,285,68.06486
336,Norfolk St.,MEAC,14-Oct,98.65818,338,115.814,306,0.136611,336,14.2697,16.7303,7.269702,6.730298,4-Mar,0.299002,0.369154,0.128634,0.255798,0.369154,0.118151,0.914404,0.858806,103.8142,110.6358,101.7666,112.3409,98.63943,121.1499,98.8942,108.3993,0.258196,2,-0.01544,533,532,499.7375,1.06656,1.064559,0.107668,0.428571,-10.7176,310,223,67.75121
337,New Haven,NEC,12-Oct,96.34268,350,113.2748,267,0.13448,337,14.09733,16.90267,9.097328,8.902672,4-May,0.325947,0.415885,0.196037,0.290973,0.415885,0.200759,0.893231,0.791132,104.6237,109.2513,103.5171,111.2608,98.0963,114.8504,92.01181,109.1317,0.123214,3,0.068931,574,585,553.15,1.037693,1.057579,0.205481,0.555556,-8.33419,250,41,62.83802
338,Southern Indiana,OVC,17-May,92.80529,361,109.1795,178,0.133701,338,7.888031,22.11197,4.888031,15.11197,10-Feb,0.285146,0.359067,0.223544,0.269103,0.359067,0.22412,0.939168,0.891704,103.634,112.4907,102.9745,112.9505,92.22287,107.9917,82.6091,105.7439,0.055234,1,-0.16527,780,821,820.4,0.950756,1.000731,0.224985,0.166667,-14.8662,358,365,68.32172
339,Tennessee Tech,OVC,14-Sep,100.9115,307,118.73,336,0.133542,339,12.11177,18.88823,7.111766,12.88823,8-Apr,0.290473,0.368986,0.218502,0.275535,0.368986,0.224136,0.921179,0.84533,104.1554,111.4049,102.6737,111.3998,100.2882,121.8162,100.1909,120.5145,0.106789,2,-0.00508,828,910,801.7,1.032805,1.135088,0.232589,0.333333,-11.1702,320,194,67.56131
